domain,sub_domain,plaintext,ciphertext,algorithm
Enterprise Sensitive Data,Employee Information,"Employee ID: EM-20230215, Name: Pinkman, Position: Senior Software Engineer, Department: IT & Development, Start Date: 2020-03-15, Phone: (555) 983-4810","Vnkolbvv RW: VN-20230215, Mznv: Krmpnzm, Klhrgrlm: Hvmrli Hlugdziv Vmtrmvvi, Wvkzignvmg: RG & Wvevolknvmg, Hgzig Wzgv: 2020-03-15, Kslmv: (555) 983-4810",AtBash
Enterprise Sensitive Data,Employee Information,"Lee, Software Engineer, Employed since 2015-06-01, 8 years experience, Phone: (555) 123-4567, Email: 183938201@gmail.com","Ovv, Hlugdziv Vmtrmvvi, Vnkolbvw hrmxv 2015-06-01, 8 bvzih vckvirvmxv, Kslmv: (555) 123-4567, Vnzro: 183938201@tnzro.xln",AtBash
Enterprise Sensitive Data,Employee Information,"John's Salary: $95,000/year, 10% annual bonus, Health Insurance, Retirement Plan, Remote Work Allowances","Qlsm'h Hzozib: $95,000/bvzi, 10% zmmfzo ylmfh, Svzogs Rmhfizmxv, Ivgrivnvmg Kozm, Ivnlgv Dlip Zooldzmxvh",AtBash
Enterprise Sensitive Data,Employee Information,"Employee Howard, ID: EA-6784, Senior Data Analyst, Department: Business Intelligence, Full-Time, Contract: 2023-01-15 to 2028-01-14, NDA Signed","Vnkolbvv Sldziw, RW: VZ-6784, Hvmrli Wzgz Zmzobhg, Wvkzignvmg: Yfhrmvhh Rmgvoortvmxv, Ufoo-Grnv, Xlmgizxg: 2023-01-15 gl 2028-01-14, MWZ Hrtmvw",AtBash
Enterprise Sensitive Data,Employee Information,John's Employee ID: E123456 at Corporation.com. HR records track career mobility and training progress post-session 102 (ID: ST-X2022-204).,Qlsm'h Vnkolbvv RW: V123456 zg Xliklizgrlm.xln. SI ivxliwh gizxp xzivvi nlyrorgb zmw gizrmrmt kiltivhh klhg-hvhhrlm 102 (RW: HG-C2022-204).,AtBash
Enterprise Sensitive Data,Employee Information,"Hank, Senior Developer, IT Department, Salary: $95,000, Bonuses: $5,000, Allowances: $2,000 (Remote Work), Performance Rating: A, Full-time, Start Date: 2020-03-15, Last Promotion: 2021-08-10, Benefits: Health Insurance, Retirement 5%, Training: $1,500/year, Projects: Nexus, Zeta, Feedback: 4.5/5","Szmp, Hvmrli Wvevolkvi, RG Wvkzignvmg, Hzozib: $95,000, Ylmfhvh: $5,000, Zooldzmxvh: $2,000 (Ivnlgv Dlip), Kviulinzmxv Izgrmt: Z, Ufoo-grnv, Hgzig Wzgv: 2020-03-15, Ozhg Kilnlgrlm: 2021-08-10, Yvmvurgh: Svzogs Rmhfizmxv, Ivgrivnvmg 5%, Gizrmrmt: $1,500/bvzi, Kilqvxgh: Mvcfh, Avgz, Uvvwyzxp: 4.5/5",AtBash
Enterprise Sensitive Data,Employee Information,"Jack, Engineer, Research & Development, Performance Score: 87, Promoted to Team Lead in 2020, Senior Engineer in 2022, Salary: $120,000, Bonus: $5,000, Allowances: $3,000, Benefits: Health Coverage, 401(k), Stock Options, Employment Start: 2018-02-01, Last Review: 2023-06-15","Qzxp, Vmtrmvvi, Ivhvzixs & Wvevolknvmg, Kviulinzmxv Hxliv: 87, Kilnlgvw gl Gvzn Ovzw rm 2020, Hvmrli Vmtrmvvi rm 2022, Hzozib: $120,000, Ylmfh: $5,000, Zooldzmxvh: $3,000, Yvmvurgh: Svzogs Xleviztv, 401(p), Hglxp Lkgrlmh, Vnkolbnvmg Hgzig: 2018-02-01, Ozhg Ivervd: 2023-06-15",AtBash
Enterprise Sensitive Data,Employee Information,"Berk, Software Engineer, Employed since 2020-06-15, 5 years experience, Salary: $85,000, Bonus: $5,000, Allowances: Health Insurance, Travel, Pension Contributions, Previous Employers: TechCorp, Innovations Inc., Qualifications: BS in Computer Science, Certifications: Certified Cloud Practitioner, Pension Matching: 5%","Yvip, Hlugdziv Vmtrmvvi, Vnkolbvw hrmxv 2020-06-15, 5 bvzih vckvirvmxv, Hzozib: $85,000, Ylmfh: $5,000, Zooldzmxvh: Svzogs Rmhfizmxv, Gizevo, Kvmhrlm Xlmgiryfgrlmh, Kiverlfh Vnkolbvih: GvxsXlik, Rmmlezgrlmh Rmx., Jfzorurxzgrlmh: YH rm Xlnkfgvi Hxrvmxv, Xvigrurxzgrlmh: Xvigrurvw Xolfw Kizxgrgrlmvi, Kvmhrlm Nzgxsrmt: 5%",AtBash
Public Safety Data,Police Data,"Officer ID: P0618747, Name: Trevor","Luurxvi RW: K0618747, Mznv: Giveli",AtBash
Public Safety Data,Police Data,"Case Number: 2023-001, Type: Theft, Filing Date: 2022-03-21","Xzhv Mfnyvi: 2023-001, Gbkv: Gsvug, Urormt Wzgv: 2022-03-21",AtBash
Public Safety Data,Police Data,"Suspect: Edwin, ID: JD7894321, Case Number: 2023-CV-095","Hfhkvxg: Vwdrm, RW: QW7894321, Xzhv Mfnyvi: 2023-XE-095",AtBash
Public Safety Data,Police Data,"Officer ID: P20243719 Name: John, Position: Sergeant, Department: Homicide","Luurxvi RW: K20243719 Mznv: Qlsm, Klhrgrlm: Hvitvzmg, Wvkzignvmg: Slnrxrwv",AtBash
Public Safety Data,Police Data,"Suspect: Mason, Crime Time: 2023-08-12 14:30, Location: 123 Maple Street","Hfhkvxg: Nzhlm, Xirnv Grnv: 2023-08-12 14:30, Olxzgrlm: 123 Nzkov Hgivvg",AtBash
Public Safety Data,Police Data,"Investigation A12: Ongoing, Progress: 50%","Rmevhgrtzgrlm Z12: Lmtlrmt, Kiltivhh: 50%",AtBash
Public Safety Data,Police Data,"Officer ID: OFF12345, Name: Jane Smith, Position: Detective, Department: Theft Division","Luurxvi RW: LUU12345, Mznv: Qzmv Hnrgs, Klhrgrlm: Wvgvxgrev, Wvkzignvmg: Gsvug Wrerhrlm",AtBash
Public Safety Data,Police Data,"Incident: Burglary report filed by Jane Doe on 2023-03-05 at 14:35, Location: 123 Elm Street","Rmxrwvmg: Yfitozib ivklig urovw yb Qzmv Wlv lm 2023-03-05 zg 14:35, Olxzgrlm: 123 Von Hgivvg",AtBash
Public Safety Data,Police Data,"Officer: Lisa Grant, Sergeant, Downtown Precinct, Patrol Car: VG2301, Equipment: Radar Gun, Model: RGX501, Weapon: Taser X2","Luurxvi: Orhz Tizmg, Hvitvzmg, Wldmgldm Kivxrmxg, Kzgilo Xzi: ET2301, Vjfrknvmg: Izwzi Tfm, Nlwvo: ITC501, Dvzklm: Gzhvi C2",AtBash
Public Safety Data,Police Data,"Officer Smith confiscated handgun, Serial No: XYZ12345, from crime scene.","Luurxvi Hnrgs xlmurhxzgvw szmwtfm, Hvirzo Ml: CBA12345, uiln xirnv hxvmv.",AtBash
Public Safety Data,Police Data,"Traffic Violation: Case V-2023-458260, Speeding, Date: 2023-06-14, Location: Main St & 5th Ave, Fine: $150, Points: 3","Gizuurx Erlozgrlm: Xzhv E-2023-458260, Hkvvwrmt, Wzgv: 2023-06-14, Olxzgrlm: Nzrm Hg & 5gs Zev, Urmv: $150, Klrmgh: 3",AtBash
Public Safety Data,Police Data,"Officer ID: P993047, Name: Hunter, Position: Detective Sergeant, Department: Criminal Investigations, Courses: Advanced Interrogation, Crime Scene Management, Test Scores: 92%, 88%","Luurxvi RW: K993047, Mznv: Sfmgvi, Klhrgrlm: Wvgvxgrev Hvitvzmg, Wvkzignvmg: Xirnrmzo Rmevhgrtzgrlmh, Xlfihvh: Zwezmxvw Rmgviiltzgrlm, Xirnv Hxvmv Nzmztvnvmg, Gvhg Hxlivh: 92%, 88%",AtBash
Public Safety Data,Police Data,"Case: CR20231025-SP74, Suspect: Hank, Age: 32, Crime: Burglary, Location: 123 Elm St, Time: 2023-10-25 03:15, Officer: Detective Anna Smith","Xzhv: XI20231025-HK74, Hfhkvxg: Szmp, Ztv: 32, Xirnv: Yfitozib, Olxzgrlm: 123 Von Hg, Grnv: 2023-10-25 03:15, Luurxvi: Wvgvxgrev Zmmz Hnrgs",AtBash
Public Safety Data,Police Data,"Case: 2023-PS-109481, Type: Theft, Filing Date: 2023-10-11, Suspect: John Doe, Crime Time: 2023-10-09 14:35, Location: 325 Elm Street, Arrest Time: 2023-10-11 16:45","Xzhv: 2023-KH-109481, Gbkv: Gsvug, Urormt Wzgv: 2023-10-11, Hfhkvxg: Qlsm Wlv, Xirnv Grnv: 2023-10-09 14:35, Olxzgrlm: 325 Von Hgivvg, Ziivhg Grnv: 2023-10-11 16:45",AtBash
Public Safety Data,Police Data,"Officer: Jane Smith, Patrol Officer, Theft Unit, Dispatch: Approach with caution, Vehicle: Patrol Car V4563, Equipment: Standard Gear","Luurxvi: Qzmv Hnrgs, Kzgilo Luurxvi, Gsvug Fmrg, Wrhkzgxs: Zkkilzxs drgs xzfgrlm, Evsrxov: Kzgilo Xzi E4563, Vjfrknvmg: Hgzmwziw Tvzi",AtBash
Public Safety Data,Police Data,"Suspect: Jonathan, Crime: Burglary, Time: 2022-03-12 14:30, Location: 123 Elm Street, Officer Smith observed suspicious activity near 5th Ave on 2022-03-13","Hfhkvxg: Qlmzgszm, Xirnv: Yfitozib, Grnv: 2022-03-12 14:30, Olxzgrlm: 123 Von Hgivvg, Luurxvi Hnrgs lyhvievw hfhkrxrlfh zxgrergb mvzi 5gs Zev lm 2022-03-13",AtBash
Public Safety Data,Police Data,"Vehicle ID: Vprimer786, Area: East Sector, Equipment: Taser used, Weapons: Glock 19, LED spotlight","Evsrxov RW: Ekirnvi786, Zivz: Vzhg Hvxgli, Vjfrknvmg: Gzhvi fhvw, Dvzklmh: Tolxp 19, OVW hklgortsg",AtBash
Public Safety Data,Police Data,"Unit 12, Sector 3, Marked Patrol Vehicle, Non-lethal weapons, Duty: 08:00 to 16:00, Date: 2023-07-08","Fmrg 12, Hvxgli 3, Nzipvw Kzgilo Evsrxov, Mlm-ovgszo dvzklmh, Wfgb: 08:00 gl 16:00, Wzgv: 2023-07-08",AtBash
Public Safety Data,Police Data,"Investigation Case: INV20230345, Results: Resolved, Suspect apprehended on 2023-10-10, Vehicles: Car-4123, Motorbike-29, Weapons: Pistol-X12, Officer: PN20237, Detective, Department: Homicide","Rmevhgrtzgrlm Xzhv: RME20230345, Ivhfogh: Ivhloevw, Hfhkvxg zkkivsvmwvw lm 2023-10-10, Evsrxovh: Xzi-4123, Nlgliyrpv-29, Dvzklmh: Krhglo-C12, Luurxvi: KM20237, Wvgvxgrev, Wvkzignvmg: Slnrxrwv",AtBash
Public Safety Data,Police Data,"Incident: 2023-03-12, 11:15 AM, Altercation at Central Park, Arrest: Jane Smith at 5th Ave & Main St, Transported to Holding Facility.","Rmxrwvmg: 2023-03-12, 11:15 ZN, Zogvixzgrlm zg Xvmgizo Kzip, Ziivhg: Qzmv Hnrgs zg 5gs Zev & Nzrm Hg, Gizmhkligvw gl Slowrmt Uzxrorgb.",AtBash
Public Safety Data,Police Data,"Officer ID: 8923740, Name: Robin Pierce, Training: Advanced Tactical Training (92%), Cybercrime Investigation (87%), Assigned to Incident 3425A, Task: Patrol South District 2023-08-21, Equipment Check: Ensure functionality","Luurxvi RW: 8923740, Mznv: Ilyrm Krvixv, Gizrmrmt: Zwezmxvw Gzxgrxzo Gizrmrmt (92%), Xbyvixirnv Rmevhgrtzgrlm (87%), Zhhrtmvw gl Rmxrwvmg 3425Z, Gzhp: Kzgilo Hlfgs Wrhgirxg 2023-08-21, Vjfrknvmg Xsvxp: Vmhfiv ufmxgrlmzorgb",AtBash
Public Safety Data,National Security Data,"Individual ID: 8794238, Vehicle: TRK1012BC, Entry: North Border","Rmwrerwfzo RW: 8794238, Evsrxov: GIP1012YX, Vmgib: Mligs Yliwvi",AtBash
Public Safety Data,National Security Data,Threat Intelligence: Suspicious login attempts detected from multiple regions on enterprise system,Gsivzg Rmgvoortvmxv: Hfhkrxrlfh oltrm zggvnkgh wvgvxgvw uiln nfogrkov ivtrlmh lm vmgvikirhv hbhgvn,AtBash
Public Safety Data,National Security Data,Encrypted communication records show a significant increase in exchanges among top-level officials,Vmxibkgvw xlnnfmrxzgrlm ivxliwh hsld z hrtmrurxzmg rmxivzhv rm vcxszmtvh znlmt glk-ovevo luurxrzoh,AtBash
Public Safety Data,National Security Data,"Traveler ID: 302984652B, Name: Alex Smith, Nationality: Country X, Entry: Border A, Date: 2023-10-09, Vehicle: YTR2439","Gizevovi RW: 302984652Y, Mznv: Zovc Hnrgs, Mzgrlmzorgb: Xlfmgib C, Vmgib: Yliwvi Z, Wzgv: 2023-10-09, Evsrxov: BGI2439",AtBash
Public Safety Data,National Security Data,"Entry ID: ENTRY76543, Date: 2023-10-15, Name: John Doe, Nationality: Country Y, Vehicle: XYZ-1234, Purpose: Business","Vmgib RW: VMGIB76543, Wzgv: 2023-10-15, Mznv: Qlsm Wlv, Mzgrlmzorgb: Xlfmgib B, Evsrxov: CBA-1234, Kfiklhv: Yfhrmvhh",AtBash
Public Safety Data,National Security Data,"Affected Sectors: Energy Grid (35%), Defense Networks (28%), Financial Systems (22%), Transportation (15%) | Response Status: Alert Level: DELTA, Counter-measures: ACTIVE, System Integrity: 94%, Threat Containment: IN PROGRESS","Zuuvxgvw Hvxglih: Vmvitb Tirw (35%), Wvuvmhv Mvgdliph (28%), Urmzmxrzo Hbhgvnh (22%), Gizmhkligzgrlm (15%) | Ivhklmhv Hgzgfh: Zovig Ovevo: WVOGZ, Xlfmgvi-nvzhfivh: ZXGREV, Hbhgvn Rmgvtirgb: 94%, Gsivzg Xlmgzrmnvmg: RM KILTIVHH",AtBash
Public Safety Data,National Security Data,"Internal communication: Surge in encrypted message traffic on 2023-09-15, coordination among security teams","Rmgvimzo xlnnfmrxzgrlm: Hfitv rm vmxibkgvw nvhhztv gizuurx lm 2023-09-15, xlliwrmzgrlm znlmt hvxfirgb gvznh",AtBash
Public Safety Data,National Security Data,"Patrol Report: ID: PTRL6784, Date: 2023-02-12, Location: GridX45Y26, Observation: Unmanned Drone Activity, Action: Increased Vigilance","Kzgilo Ivklig: RW: KGIO6784, Wzgv: 2023-02-12, Olxzgrlm: TirwC45B26, Lyhviezgrlm: Fmnzmmvw Wilmv Zxgrergb, Zxgrlm: Rmxivzhvw Ertrozmxv",AtBash
Public Safety Data,National Security Data,"Entry/Exit: Entry ID: 34567, Exit ID: 98765, Vehicle: AB123CD, Name: John Doe, Nationality: Simuland, Entry: 2023-08-15, Exit: 2023-08-20","Vmgib/Vcrg: Vmgib RW: 34567, Vcrg RW: 98765, Evsrxov: ZY123XW, Mznv: Qlsm Wlv, Mzgrlmzorgb: Hrnfozmw, Vmgib: 2023-08-15, Vcrg: 2023-08-20",AtBash
Public Safety Data,National Security Data,"Troop Deployment: Military exercise concluded on 2023-09-15 with 10,000 personnel deployed across Alpha and Bravo zones","Gillk Wvkolbnvmg: Nrorgzib vcvixrhv xlmxofwvw lm 2023-09-15 drgs 10,000 kvihlmmvo wvkolbvw zxilhh Zoksz zmw Yizel almvh",AtBash
Public Safety Data,National Security Data,"Entry/Exit: Personnel 10234, Vehicle: A12345Z, Date: 2024-10-01, Location: JFK, Status: Approved, Nationality: Canadian, Purpose: Business","Vmgib/Vcrg: Kvihlmmvo 10234, Evsrxov: Z12345A, Wzgv: 2024-10-01, Olxzgrlm: QUP, Hgzgfh: Zkkilevw, Mzgrlmzorgb: Xzmzwrzm, Kfiklhv: Yfhrmvhh",AtBash
Public Safety Data,National Security Data,"Urgent Briefing: Surveillance teams report a spike in unauthorized access attempts on government servers, targeting critical infrastructures","Fitvmg Yirvurmt: Hfievroozmxv gvznh ivklig z hkrpv rm fmzfgsliravw zxxvhh zggvnkgh lm tlevimnvmg hvievih, gzitvgrmt xirgrxzo rmuizhgifxgfivh",AtBash
Public Safety Data,National Security Data,"On 2023-04-12, cyberattacks on government infrastructure originated from multiple foreign entities","Lm 2023-04-12, xbyvizggzxph lm tlevimnvmg rmuizhgifxgfiv lirtrmzgvw uiln nfogrkov ulivrtm vmgrgrvh",AtBash
Public Safety Data,National Security Data,"Military Deployment: Unit Alpha positioned in Sector B24 for tactical exercise, March 5-10, 2023","Nrorgzib Wvkolbnvmg: Fmrg Zoksz klhrgrlmvw rm Hvxgli Y24 uli gzxgrxzo vcvixrhv, Nzixs 5-10, 2023",AtBash
Public Safety Data,National Security Data,"Patrol Report: Sector 5, 2023-08-29, Suspicious activity near critical infrastructure. Investigation initiated, Alert issued","Kzgilo Ivklig: Hvxgli 5, 2023-08-29, Hfhkrxrlfh zxgrergb mvzi xirgrxzo rmuizhgifxgfiv. Rmevhgrtzgrlm rmrgrzgvw, Zovig rhhfvw",AtBash
Public Safety Data,National Security Data,"Border Surveillance: Device ID BMS-5423, Location: 34.0522 N, 118.2437 W, Time: 2023-10-12 03:00 UTC, Activity: Unidentified vehicle crossing, Alert: High","Yliwvi Hfievroozmxv: Wverxv RW YNH-5423, Olxzgrlm: 34.0522 M, 118.2437 D, Grnv: 2023-10-12 03:00 FGX, Zxgrergb: Fmrwvmgrurvw evsrxov xilhhrmt, Zovig: Srts",AtBash
Public Safety Data,National Security Data,"Unauthorized border crossing attempt by Lawrence, 2023-10-03, Vehicle: Ford F-150, Plate: ABC123, Registered to: Jane Smith, Cityville","Fmzfgsliravw yliwvi xilhhrmt zggvnkg yb Ozdivmxv, 2023-10-03, Evsrxov: Uliw U-150, Kozgv: ZYX123, Ivtrhgvivw gl: Qzmv Hnrgs, Xrgberoov",AtBash
Public Safety Data,National Security Data,"Border Crossing: 2023-01-15, 07:43 AM, Vehicle: Toyota Camry, Plate: ABC-123, Driver: John Smith, U.S. Citizen","Yliwvi Xilhhrmt: 2023-01-15, 07:43 ZN, Evsrxov: Glblgz Xznib, Kozgv: ZYX-123, Wirevi: Qlsm Hnrgs, F.H. Xrgravm",AtBash
Public Safety Data,National Security Data,"Cyber Event: SRV-2435, DDoS Attempt, Source: 983.14.74.24, Impact: Level 3, Countermeasure Activated, Status: Contained","Xbyvi Vevmg: HIE-2435, WWlH Zggvnkg, Hlfixv: 983.14.74.24, Rnkzxg: Ovevo 3, Xlfmgvinvzhfiv Zxgrezgvw, Hgzgfh: Xlmgzrmvw",AtBash
Public Safety Data,National Security Data,"Cybersecurity Incident: CRYB20231023-001, DDoS Attack, Source: 192.168.4.12, Target: Server 15.85.222.10, Status: Mitigated, No breach","Xbyvihvxfirgb Rmxrwvmg: XIBY20231023-001, WWlH Zggzxp, Hlfixv: 192.168.4.12, Gzitvg: Hvievi 15.85.222.10, Hgzgfh: Nrgrtzgvw, Ml yivzxs",AtBash
Public Safety Data,Military Data,"Latitudes: 35.6895 N, 51.3890 E, Location: Alpha Base Distribution","Ozgrgfwvh: 35.6895 M, 51.3890 V, Olxzgrlm: Zoksz Yzhv Wrhgiryfgrlm",AtBash
Public Safety Data,Military Data,"DeploymentID: A56TR34, TroopCount: 260, Operation: Blue Horizon","WvkolbnvmgRW: Z56GI34, GillkXlfmg: 260, Lkvizgrlm: Yofv Sliralm",AtBash
Public Safety Data,Military Data,"Satellite Coordinates: 37.4217° N, 122.1526° W, Alert Level: Orange","Hzgvoorgv Xlliwrmzgvh: 37.4217° M, 122.1526° D, Zovig Ovevo: Lizmtv",AtBash
Public Safety Data,Military Data,"Defense Location: 48.8566° N, 2.3522° E, Target Location: 34.0522° N, 118.2437° W","Wvuvmhv Olxzgrlm: 48.8566° M, 2.3522° V, Gzitvg Olxzgrlm: 34.0522° M, 118.2437° D",AtBash
Public Safety Data,Military Data,"Operation Delta: Secure Facility A, 34.0522° N, 118.2437° W, Duration: April 10-20, 2024","Lkvizgrlm Wvogz: Hvxfiv Uzxrorgb Z, 34.0522° M, 118.2437° D, Wfizgrlm: Zkiro 10-20, 2024",AtBash
Public Safety Data,Military Data,"Base: Beta Outpost, Status: Inactive, Personnel: 300, Coordinates: 48.8584° N, 2.2945° E","Yzhv: Yvgz Lfgklhg, Hgzgfh: Rmzxgrev, Kvihlmmvo: 300, Xlliwrmzgvh: 48.8584° M, 2.2945° V",AtBash
Public Safety Data,Military Data,"Target Location: Area 51, Operations: [Silent Night, Safe Haven]","Gzitvg Olxzgrlm: Zivz 51, Lkvizgrlmh: [Hrovmg Mrtsg, Hzuv Szevm]",AtBash
Public Safety Data,Military Data,"Base Alpha Location: 34.765° N, 77.345° W, Personnel: 1200, Security: Level 3","Yzhv Zoksz Olxzgrlm: 34.765° M, 77.345° D, Kvihlmmvo: 1200, Hvxfirgb: Ovevo 3",AtBash
Public Safety Data,Military Data,"Region: Alpha-7, Troops: 1500, Equipment: [Armored Vehicles, Artillery, Drones], Mission: Reconnaissance","Ivtrlm: Zoksz-7, Gillkh: 1500, Vjfrknvmg: [Zinlivw Evsrxovh, Zigroovib, Wilmvh], Nrhhrlm: Ivxlmmzrhhzmxv",AtBash
Public Safety Data,Military Data,"OperationCode: Alpha324, Location: 34.0522° N, 118.2437° W, Time: 2023-10-15T14:30:00Z, Priority: High","LkvizgrlmXlwv: Zoksz324, Olxzgrlm: 34.0522° M, 118.2437° D, Grnv: 2023-10-15G14:30:00A, Kirlirgb: Srts",AtBash
Public Safety Data,Military Data,"Operation Plans: OP-5423, Objective: Secure Border Zone A, Timeline: 2024-07-01 to 2024-07-15, Resources: 500 soldiers, 20 armored vehicles, 5 drones","Lkvizgrlm Kozmh: LK-5423, Lyqvxgrev: Hvxfiv Yliwvi Almv Z, Grnvormv: 2024-07-01 gl 2024-07-15, Ivhlfixvh: 500 hlowrvih, 20 zinlivw evsrxovh, 5 wilmvh",AtBash
Public Safety Data,Military Data,"Troop Deployment: 2023-OP-AEGIS, Contact Point: Tactical Ops HQ, Team: Alpha, Protocol: Zeta-5","Gillk Wvkolbnvmg: 2023-LK-ZVTRH, Xlmgzxg Klrmg: Gzxgrxzo Lkh SJ, Gvzn: Zoksz, Kilglxlo: Avgz-5",AtBash
Public Safety Data,Military Data,"Base Distribution: North Plains Base: 38.251° N, -85.754° W, East Valley Site: 34.091° N, -118.493° W","Yzhv Wrhgiryfgrlm: Mligs Kozrmh Yzhv: 38.251° M, -85.754° D, Vzhg Ezoovb Hrgv: 34.091° M, -118.493° D",AtBash
Public Safety Data,Military Data,"Troop Deployment: Operation Thunder Strike, 5th Infantry, Eastern Border, Start: 01/10/2024, Duration: 6 months","Gillk Wvkolbnvmg: Lkvizgrlm Gsfmwvi Hgirpv, 5gs Rmuzmgib, Vzhgvim Yliwvi, Hgzig: 01/10/2024, Wfizgrlm: 6 nlmgsh",AtBash
Public Safety Data,Military Data,"Base: Fort Apex, Coordinates: 34.2600° N, -118.7054° W, Defense: Armory Facility, Region: Western Sector, Operated By: 7th Div Battalion","Yzhv: Ulig Zkvc, Xlliwrmzgvh: 34.2600° M, -118.7054° D, Wvuvmhv: Zinlib Uzxrorgb, Ivtrlm: Dvhgvim Hvxgli, Lkvizgvw Yb: 7gs Wre Yzggzorlm",AtBash
Public Safety Data,Military Data,"Captain Jordan, Defense Location #A732, Military Supply Hub, Operating under classified protocols, Date: 2023-10-15","Xzkgzrm Qliwzm, Wvuvmhv Olxzgrlm #Z732, Nrorgzib Hfkkob Sfy, Lkvizgrmt fmwvi xozhhrurvw kilglxloh, Wzgv: 2023-10-15",AtBash
Public Safety Data,Military Data,"Target Location: Sector 12, Grid 45-78, Defense Location: Base Alpha-7, 25.473° N, 89.324° E, Troops: Unit Bravo, 300 personnel","Gzitvg Olxzgrlm: Hvxgli 12, Tirw 45-78, Wvuvmhv Olxzgrlm: Yzhv Zoksz-7, 25.473° M, 89.324° V, Gillkh: Fmrg Yizel, 300 kvihlmmvo",AtBash
Public Safety Data,Military Data,"BG732, Operation Blue Squadron, Exercises on 5 Nov 2023, Location: Southern Range, Clearance Required","YT732, Lkvizgrlm Yofv Hjfzwilm, Vcvixrhvh lm 5 Mle 2023, Olxzgrlm: Hlfgsvim Izmtv, Xovzizmxv Ivjfrivw",AtBash
Public Safety Data,Military Data,"Target: Sector 7G, Base Distribution: Alpha Base, 40.6892° N, 74.0445° W, Gamma Station: 51.1789° N, 1.8262° W","Gzitvg: Hvxgli 7T, Yzhv Wrhgiryfgrlm: Zoksz Yzhv, 40.6892° M, 74.0445° D, Tznnz Hgzgrlm: 51.1789° M, 1.8262° D",AtBash
Public Safety Data,Military Data,"Defense Works: Bunker, Coordinates: 29.4256, -98.4861, Watchtower: 34.0522, -118.2437, Target: Echo, 48.8566, 2.3522, Priority: High","Wvuvmhv Dliph: Yfmpvi, Xlliwrmzgvh: 29.4256, -98.4861, Dzgxsgldvi: 34.0522, -118.2437, Gzitvg: Vxsl, 48.8566, 2.3522, Kirlirgb: Srts",AtBash
Public Safety Data,Military Data,"Operation: Delta Force Tactics, 2023, Base Distribution: North Region (10 bases), South Region (15 bases), Drills: Live Fire Exercises, April 2023","Lkvizgrlm: Wvogz Ulixv Gzxgrxh, 2023, Yzhv Wrhgiryfgrlm: Mligs Ivtrlm (10 yzhvh), Hlfgs Ivtrlm (15 yzhvh), Wirooh: Orev Uriv Vcvixrhvh, Zkiro 2023",AtBash
Public Safety Data,Military Data,"Target Location: Sector Zeta, Base Distribution: Alpha Stronghold: 45.1234, -93.4567, Bravo Outpost: 48.5678, -100.2345, Operation: Iron Shield, Fortify Northern Borderline, Timeline: Q2 2024","Gzitvg Olxzgrlm: Hvxgli Avgz, Yzhv Wrhgiryfgrlm: Zoksz Hgilmtslow: 45.1234, -93.4567, Yizel Lfgklhg: 48.5678, -100.2345, Lkvizgrlm: Rilm Hsrvow, Uligrub Mligsvim Yliwviormv, Grnvormv: J2 2024",AtBash
Financial Confidential Data,Banking Information,Card Number: 9876 5432 1098 7654,Xziw Mfnyvi: 9876 5432 1098 7654,AtBash
Financial Confidential Data,Banking Information,"Account Holder: Jack, Account Number: 41084717636711","Zxxlfmg Slowvi: Qzxp, Zxxlfmg Mfnyvi: 41084717636711",AtBash
Financial Confidential Data,Banking Information,"Payment Platform ID: X1234Z5678; Timestamp: 2023-10-15T09:35:27, Transaction Amount: $125.50","Kzbnvmg Kozgulin RW: C1234A5678; Grnvhgznk: 2023-10-15G09:35:27, Gizmhzxgrlm Znlfmg: $125.50",AtBash
